date,source,server,low,q1,md,q3,high
2025-07-01,op-hk8a-conflux,public,380,480,530,620,830
2025-07-01,op-us8a,public,190,240,270,320,440
2025-07-01,op-us8a-conflux,public,180,230,260,300,400
2025-07-02,op-de8a,public,20,70,90,150,270
2025-07-02,op-de8a-conflux,public,30,70,90,140,240
2025-07-02,op-hk8a,public,380,490,550,620,810
2025-07-02,op-hk8a-conflux,public,390,490,550,640,860
2025-07-02,op-us8a,public,180,230,260,300,400
2025-07-02,op-us8a-conflux,public,170,240,270,310,410
2025-07-03,op-de8a,public,30,70,100,150,270
2025-07-03,op-de8a-conflux,public,20,70,90,140,240
2025-07-03,op-hk8a,public,390,480,530,600,780
2025-07-03,op-hk8a-conflux,public,390,470,530,610,820
2025-07-03,op-us8a,public,180,240,270,310,410
2025-07-03,op-us8a-conflux,public,180,230,270,310,430
2025-07-04,op-de8a,public,20,70,90,130,220
2025-07-04,op-de8a-conflux,public,20,70,90,140,240
2025-07-04,op-hk8a,public,390,470,520,590,770
2025-07-04,op-hk8a-conflux,public,390,470,530,620,840
2025-07-04,op-us8a,public,180,230,250,300,400
2025-07-04,op-us8a-conflux,public,180,240,270,310,410
2025-07-05,op-de8a,public,20,70,90,140,240
2025-07-05,op-de8a-conflux,public,20,70,100,180,340
2025-07-05,op-hk8a,public,380,470,515,590,770
2025-07-05,op-hk8a-conflux,public,390,480,530,610,800
2025-07-05,op-us8a,public,190,230,260,310,430
2025-07-05,op-us8a-conflux,public,170,240,260,310,410
2025-07-06,op-de8a,public,30,80,120,210,400
2025-07-06,op-de8a-conflux,public,30,80,110,160,280
2025-07-06,op-hk8a,public,390,480,540,610,800
2025-07-06,op-hk8a-conflux,public,380,480,540,640,880
2025-07-06,op-us8a,public,170,240,270,300,390
2025-07-06,op-us8a-conflux,public,180,240,270,310,410
2025-07-07,op-de8a,public,30,70,100,170,320
2025-07-07,op-de8a-conflux,public,20,70,100,130,220
2025-07-07,op-hk8a,public,390,480,530,602,780
2025-07-07,op-hk8a-conflux,public,390,490,550,640,850
2025-07-07,op-us8a,public,130,230,260,300,400
2025-07-07,op-us8a-conflux,public,180,230,260,300,400
2025-07-08,op-de8a,public,20,70,100,160,290
2025-07-08,op-de8a-conflux,public,20,70,90,140,240
2025-07-08,op-hk8a,public,390,470,530,600,790
2025-07-08,op-hk8a-conflux,public,400,480,540,630,850
2025-07-08,op-us8a,public,170,230,260,310,430
2025-07-08,op-us8a-conflux,public,180,240,260,310,410
2025-07-09,op-de8a,public,20,70,100,150,270
2025-07-09,op-de8a-conflux,public,30,80,100,160,280
2025-07-09,op-hk8a,public,390,470,520,610,820
2025-07-09,op-hk8a-conflux,public,390,480,550,630,850
2025-07-09,op-us8a,public,190,240,270,310,410
2025-07-09,op-us8a-conflux,public,190,230,260,320,450
2025-07-10,op-de8a,public,20,70,110,180,340
2025-07-10,op-de8a-conflux,public,20,70,100,150,270
2025-07-10,op-hk8a,public,390,470,530,610,820
2025-07-10,op-hk8a-conflux,public,390,490,550,660,910
2025-07-10,op-us8a,public,180,230,260,300,400
2025-07-10,op-us8a-conflux,public,180,230,260,300,400
2025-07-11,op-de8a,public,30,70,100,150,270
2025-07-11,op-de8a-conflux,public,30,70,100,170,320
2025-07-11,op-hk8a,public,400,490,560,660,900
2025-07-11,op-hk8a-conflux,public,390,500,560,670,920
2025-07-11,op-us8a,public,180,230,260,310,430
2025-07-11,op-us8a-conflux,public,180,230,270,310,430
2025-07-12,op-de8a,public,20,70,100,140,240
2025-07-12,op-de8a-conflux,public,20,60,80,120,210
2025-07-12,op-hk8a,public,390,510,570,650,860
2025-07-12,op-hk8a-conflux,public,390,490,550,650,890
2025-07-12,op-us8a,public,180,240,270,320,440
2025-07-12,op-us8a-conflux,public,170,240,270,320,440
2025-07-13,op-de8a,public,30,70,100,140,240
2025-07-13,op-de8a-conflux,public,20,70,90,140,240
2025-07-13,op-hk8a,public,400,480,530,620,830
2025-07-13,op-hk8a-conflux,public,400,490,560,670,940
2025-07-13,op-us8a,public,180,240,270,320,440
2025-07-13,op-us8a-conflux,public,170,240,270,320,440
2025-07-14,op-de8a,public,20,70,100,160,290
2025-07-14,op-de8a-conflux,public,20,70,90,150,270
2025-07-14,op-hk8a,public,370,480,540,610,800
2025-07-14,op-hk8a-conflux,public,390,480,540,650,890
2025-07-14,op-us8a,public,180,240,270,300,390
2025-07-14,op-us8a-conflux,public,190,240,270,320,440
2025-07-15,op-de8a,public,30,70,90,140,240
2025-07-15,op-de8a-conflux,public,20,70,90,140,240
2025-07-15,op-hk8a,public,390,480,530,630,850
2025-07-15,op-hk8a-conflux,public,390,490,550,640,860
2025-07-15,op-us8a,public,180,240,260,305,390
2025-07-15,op-us8a-conflux,public,180,230,260,310,430
2025-07-16,op-de8a,public,20,70,95,160,290
2025-07-16,op-de8a-conflux,public,20,60,80,120,210
2025-07-16,op-hk8a,public,390,490,540,610,790
2025-07-16,op-hk8a-conflux,public,370,480,540,640,880
2025-07-16,op-us8a,public,170,230,260,290,380
2025-07-16,op-us8a-conflux,public,180,240,260,300,390
2025-07-17,op-de8a,public,30,70,100,170,320
2025-07-17,op-de8a-conflux,public,20,60,90,130,230
2025-07-17,op-hk8a,public,390,490,540,610,790
2025-07-17,op-hk8a-conflux,public,390,490,550,650,890
2025-07-17,op-us8a,public,190,230,260,290,380
2025-07-17,op-us8a-conflux,public,180,230,250,290,380
2025-07-18,op-de8a,public,30,80,110,190,350
2025-07-18,op-de8a-conflux,public,20,70,90,170,320
2025-07-18,op-hk8a,public,380,490,540,640,860
2025-07-18,op-hk8a-conflux,public,380,470,540,650,900
2025-07-18,op-us8a,public,190,230,260,290,380
2025-07-18,op-us8a-conflux,public,180,230,260,300,400
2025-07-19,op-de8a,public,20,60,90,140,260
2025-07-19,op-de8a-conflux,public,20,60,90,140,260
2025-07-19,op-hk8a,public,370,480,540,630,850
2025-07-19,op-hk8a-conflux,public,390,490,560,670,940
2025-07-19,op-us8a,public,190,230,250,280,350
2025-07-19,op-us8a-conflux,public,170,230,260,300,400
2025-07-20,op-de8a,public,20,70,100,180,320
2025-07-20,op-de8a-conflux,public,30,70,100,150,270
2025-07-20,op-hk8a,public,380,490,550,660,910
2025-07-20,op-hk8a-conflux,public,380,490,560,660,910
2025-07-20,op-us8a,public,180,230,260,290,380
2025-07-20,op-us8a-conflux,public,180,230,260,302,410
2025-07-21,op-de8a,public,30,80,120,210,400
2025-07-21,op-de8a-conflux,public,20,70,100,190,370
2025-07-21,op-hk8a,public,390,500,570,670,920
2025-07-21,op-hk8a-conflux,public,380,480,565,670,950
2025-07-21,op-us8a,public,180,240,260,300,390
2025-07-21,op-us8a-conflux,public,180,240,270,317,430
2025-07-22,op-de8a,public,30,70,110,180,340
2025-07-22,op-de8a-conflux,public,20,70,90,140,240
2025-07-22,op-hk8a,public,380,480,530,620,830
2025-07-22,op-hk8a-conflux,public,390,500,560,660,900
2025-07-22,op-us8a,public,170,240,270,310,410
2025-07-22,op-us8a-conflux,public,180,230,260,300,400
2025-07-23,op-de8a,public,30,70,100,160,290
2025-07-23,op-de8a-conflux,public,20,60,90,130,230
2025-07-23,op-hk8a,public,370,480,540,630,850
2025-07-23,op-hk8a-conflux,public,380,490,540,640,860
2025-07-23,op-us8a,public,190,230,260,300,400
2025-07-23,op-us8a-conflux,public,180,230,260,310,430
2025-07-24,op-de8a,public,20,80,110,210,400
2025-07-24,op-de8a-conflux,public,30,70,90,150,270
2025-07-24,op-hk8a,public,400,470,540,620,840
2025-07-24,op-hk8a-conflux,public,380,460,520,620,860
2025-07-24,op-us8a,public,180,230,260,300,400
2025-07-24,op-us8a-conflux,public,160,230,260,300,400
2025-07-25,op-de8a,public,30,70,100,170,310
2025-07-25,op-de8a-conflux,public,20,60,90,127,220
2025-07-25,op-hk8a,public,380,450,510,590,800
2025-07-25,op-hk8a-conflux,public,380,457,510,600,810
2025-07-25,op-us8a,public,180,240,260,300,390
2025-07-25,op-us8a-conflux,public,180,230,260,300,400
2025-07-26,op-de8a,public,20,80,110,200,380
2025-07-26,op-de8a-conflux,public,20,70,90,130,220
2025-07-26,op-hk8a,public,390,470,520,610,820
2025-07-26,op-hk8a-conflux,public,380,480,540,650,900
2025-07-26,op-us8a,public,180,240,270,310,410
2025-07-26,op-us8a-conflux,public,180,240,260,310,410
2025-07-27,op-de8a,public,20,70,100,190,370
2025-07-27,op-de8a-conflux,public,30,60,90,130,230
2025-07-27,op-hk8a,public,380,460,520,640,910
2025-07-27,op-hk8a-conflux,public,390,490,550,670,940
2025-07-27,op-us8a,public,190,230,260,310,430
2025-07-27,op-us8a-conflux,public,170,240,260,310,410
2025-07-28,op-de8a,public,20,70,100,190,370
2025-07-28,op-de8a-conflux,public,20,60,90,140,260
2025-07-28,op-hk8a,public,390,480,550,670,950
2025-07-28,op-hk8a-conflux,public,380,492,580,700,1000
2025-07-28,op-us8a,public,170,240,270,310,410
2025-07-28,op-us8a-conflux,public,190,240,270,320,440
2025-07-29,op-de8a,public,30,70,90,150,270
2025-07-29,op-de8a-conflux,public,20,70,100,160,290
2025-07-29,op-hk8a,public,380,520,590,690,940
2025-07-29,op-hk8a-conflux,public,390,500,570,680,950
2025-07-29,op-us8a,public,190,240,270,310,410
2025-07-29,op-us8a-conflux,public,170,240,260,320,440
2025-07-30,op-de8a,public,30,70,110,180,340
2025-07-30,op-de8a-conflux,public,30,70,100,150,270
2025-07-30,op-hk8a,public,390,500,560,680,950
2025-07-30,op-hk8a-conflux,public,390,510,590,710,1010
2025-07-30,op-us8a,public,190,240,270,320,440
2025-07-30,op-us8a-conflux,public,190,230,260,310,430
2025-07-31,op-de8a,public,30,80,100,160,280
2025-07-31,op-de8a-conflux,public,30,60,90,130,230
2025-07-31,op-hk8a,public,390,500,560,650,870
2025-07-31,op-hk8a-conflux,public,390,500,560,680,950
2025-07-31,op-us8a,public,190,250,280,320,420
2025-07-31,op-us8a-conflux,public,190,240,270,320,440
2025-08-01,op-de8a,public,30,70,90,140,240
2025-08-01,op-de8a-conflux,public,20,70,100,160,290
2025-08-01,op-hk8a,public,380,490,540,660,910
2025-08-01,op-hk8a-conflux,public,390,485,550,670,940
2025-08-01,op-us8a,public,180,240,270,310,410
2025-08-01,op-us8a-conflux,public,100,230,270,320,450
2025-08-02,op-de8a,public,30,70,90,150,270
2025-08-02,op-de8a-conflux,public,30,70,100,150,270
2025-08-02,op-hk8a,public,380,467,520,600,790
2025-08-02,op-hk8a-conflux,public,380,480,540,630,850
2025-08-02,op-us8a,public,190,230,260,300,400
2025-08-02,op-us8a-conflux,public,180,230,260,300,400
2025-08-03,op-de8a,public,30,70,100,140,240
2025-08-03,op-de8a-conflux,public,20,70,90,140,240
2025-08-03,op-hk8a,public,370,480,540,610,800
2025-08-03,op-hk8a-conflux,public,390,490,560,680,960
2025-08-03,op-us8a,public,170,240,260,300,390
2025-08-03,op-us8a-conflux,public,180,240,270,310,410
2025-08-04,op-de8a,public,20,70,90,130,220
2025-08-04,op-de8a-conflux,public,30,70,90,140,240
2025-08-04,op-hk8a,public,380,480,540,640,880
2025-08-04,op-hk8a-conflux,public,380,480,550,660,930
2025-08-04,op-us8a,public,190,240,270,310,410
2025-08-04,op-us8a-conflux,public,140,240,270,310,410
2025-08-05,op-de8a,public,30,70,90,140,240
2025-08-05,op-de8a-conflux,public,30,70,100,210,420
2025-08-05,op-hk8a,public,390,490,540,630,840
2025-08-05,op-hk8a-conflux,public,390,490,540,660,910
2025-08-05,op-us8a,public,190,240,260,300,390
2025-08-05,op-us8a-conflux,public,170,230,250,290,380
2025-08-06,op-de8a,public,30,70,90,140,240
2025-08-06,op-de8a-conflux,public,20,70,90,120,190
2025-08-06,op-hk8a,public,380,490,560,670,940
2025-08-06,op-hk8a-conflux,public,370,480,550,690,1000
2025-08-06,op-us8a,public,180,230,260,285,360
2025-08-06,op-us8a-conflux,public,170,230,250,290,380
2025-08-07,op-de8a,public,30,70,100,140,240
2025-08-07,op-de8a-conflux,public,20,70,90,140,240
2025-08-07,op-hk8a,public,380,480,550,680,980
2025-08-07,op-hk8a-conflux,public,390,490,560,670,940
2025-08-07,op-us8a,public,190,230,260,310,430
2025-08-07,op-us8a-conflux,public,130,230,260,300,400
2025-08-08,op-de8a,public,20,70,90,150,270
2025-08-08,op-de8a-conflux,public,30,70,100,200,390
2025-08-08,op-hk8a,public,390,470,540,675,980
2025-08-08,op-hk8a-conflux,public,380,490,560,710,1040
2025-08-08,op-us8a,public,170,240,270,300,390
2025-08-08,op-us8a-conflux,public,170,230,260,290,380
2025-08-09,op-de8a,public,30,70,100,167,310
2025-08-09,op-de8a-conflux,public,30,60,80,120,210
2025-08-09,op-hk8a,public,390,480,550,700,1030
2025-08-09,op-hk8a-conflux,public,400,470,550,690,1010
2025-08-09,op-us8a,public,190,230,250,290,380
2025-08-09,op-us8a-conflux,public,190,230,260,300,400
2025-08-10,op-de8a,public,20,70,100,140,240
2025-08-10,op-de8a-conflux,public,20,70,100,140,240
2025-08-10,op-hk8a,public,380,460,530,650,930
2025-08-10,op-hk8a-conflux,public,360,450,530,700,1070
2025-08-10,op-us8a,public,180,230,260,300,400
2025-08-10,op-us8a-conflux,public,180,240,260,310,410
2025-08-11,op-de8a,public,20,70,100,160,290
2025-08-11,op-de8a-conflux,public,20,60,90,155,290
2025-08-11,op-hk8a,public,370,450,520,650,950
2025-08-11,op-hk8a-conflux,public,380,460,530,670,980
2025-08-11,op-us8a,public,190,240,260,290,360
2025-08-11,op-us8a-conflux,public,160,240,270,310,410
2025-08-12,op-de8a,public,30,70,100,160,290
2025-08-12,op-de8a-conflux,public,20,70,100,200,390
2025-08-12,op-hk8a,public,370,440,490,650,960
2025-08-12,op-hk8a-conflux,public,380,450,530,660,970
2025-08-12,op-us8a,public,180,230,260,300,400
2025-08-12,op-us8a-conflux,public,180,240,270,310,410
2025-08-13,op-de8a,public,30,80,120,220,430
2025-08-13,op-de8a-conflux,public,20,70,100,180,340
2025-08-13,op-hk8a,public,360,450,500,590,800
2025-08-13,op-hk8a-conflux,public,380,440,500,620,890
2025-08-13,op-us8a,public,190,240,260,290,360
2025-08-13,op-us8a-conflux,public,160,230,260,310,430
2025-08-14,op-de8a,public,20,70,100,150,270
2025-08-14,op-de8a-conflux,public,20,70,100,190,370
2025-08-14,op-hk8a,public,380,450,510,590,800
2025-08-14,op-hk8a-conflux,public,370,460,530,630,880
2025-08-14,op-us8a,public,190,240,270,310,410
2025-08-14,op-us8a-conflux,public,190,240,270,310,410
2025-08-15,op-de8a,public,20,70,90,140,240
2025-08-15,op-de8a-conflux,public,30,60,90,177,350
2025-08-15,op-hk8a,public,370,470,540,650,920
2025-08-15,op-hk8a-conflux,public,380,470,530,650,920
2025-08-15,op-us8a,public,180,240,270,310,410
2025-08-15,op-us8a-conflux,public,190,240,270,320,440
2025-08-16,op-de8a,public,20,70,90,130,220
2025-08-16,op-de8a-conflux,public,20,60,90,190,380
2025-08-16,op-hk8a,public,390,470,530,667,960
2025-08-16,op-hk8a-conflux,public,390,480,550,710,1050
2025-08-16,op-us8a,public,170,240,270,320,440
2025-08-16,op-us8a-conflux,public,180,240,270,320,440
2025-08-17,op-de8a,public,20,70,90,140,240
2025-08-17,op-de8a-conflux,public,20,60,90,120,210
2025-08-17,op-hk8a,public,380,470,520,650,920
2025-08-17,op-hk8a-conflux,public,370,480,550,677,970
2025-08-17,op-us8a,public,150,240,270,320,440
2025-08-17,op-us8a-conflux,public,180,240,280,330,460
2025-08-18,op-de8a,public,30,70,90,140,240
2025-08-18,op-de8a-conflux,public,20,60,80,130,230
2025-08-18,op-hk8a,public,390,450,510,620,870
2025-08-18,op-hk8a-conflux,public,390,460,520,640,910
2025-08-18,op-us8a,public,180,240,270,310,410
2025-08-18,op-us8a-conflux,public,170,240,265,310,410
2025-08-19,op-de8a,public,30,80,100,180,330
2025-08-19,op-de8a-conflux,public,30,70,90,160,290
2025-08-19,op-hk8a,public,360,450,490,610,850
2025-08-19,op-hk8a-conflux,public,380,450,490,610,850
2025-08-19,op-us8a,public,190,240,270,300,390
2025-08-19,op-us8a-conflux,public,110,230,260,310,430
2025-08-20,op-de8a,public,20,70,90,150,270
2025-08-20,op-de8a-conflux,public,20,70,100,200,390
2025-08-20,op-hk8a,public,380,450,510,590,800
2025-08-20,op-hk8a-conflux,public,380,470,520,630,870
2025-08-20,op-us8a,public,180,240,260,300,390
2025-08-20,op-us8a-conflux,public,180,240,270,305,400
2025-08-21,op-de8a,public,30,70,100,170,320
2025-08-21,op-de8a-conflux,public,30,70,90,140,240
2025-08-21,op-hk8a,public,370,440,490,590,810
2025-08-21,op-hk8a-conflux,public,370,440,490,610,860
2025-08-21,op-us8a,public,190,230,260,290,380
2025-08-21,op-us8a-conflux,public,170,230,250,290,380
2025-08-22,op-de8a,public,20,70,90,140,240
2025-08-22,op-de8a-conflux,public,30,70,90,130,220
2025-08-22,op-hk8a,public,390,440,500,605,850
2025-08-22,op-hk8a-conflux,public,380,450,510,627,890
2025-08-22,op-us8a,public,180,240,260,300,390
2025-08-22,op-us8a-conflux,public,180,240,260,310,410
2025-08-23,op-de8a,public,20,70,100,170,320
2025-08-23,op-de8a-conflux,public,30,70,90,140,240
2025-08-23,op-hk8a,public,380,440,490,560,740
2025-08-23,op-hk8a-conflux,public,390,450,510,592,800
2025-08-23,op-us8a,public,190,240,260,290,360
2025-08-23,op-us8a-conflux,public,170,230,260,300,400
